norf_id	tsc_id	tsc_chrom	tsc_start	tsc_end	Transcript.type
tracer68973	ENST00000416103	chr2	243037045	243061208	transcribed_unprocessed_pseudogene
tracer49274	ENST00000416263	chr17	48944040	48945668	antisense
tracer99339	ENST00000416650	chr7	77313260	77325579	lincRNA
tracer64852	ENST00000416673	chr2	114368079	114384617	processed_transcript
tracer73371	ENST00000416735	chr22	24666851	24720272	processed_transcript
tracer61911	ENST00000416802	chr2	27355992	27357504	processed_transcript
tracer95328	ENST00000417134	chr6	111179442	111180350	processed_pseudogene
tracer73276	ENST00000417194	chr22	24000281	24035372	processed_transcript
tracer47022	ENST00000417404	chr17	28959140	28964482	processed_transcript
tracer62947	ENST00000417691	chr2	61370690	61372087	retained_intron
tracer3292	ENST00000418149	chr1	44169985	44173001	antisense
tracer4322	ENST00000418154	chr1	64254392	64254975	processed_pseudogene
tracer98272	ENST00000418303	chr7	43958296	43959653	processed_pseudogene
tracer73466	ENST00000418510	chr22	26043228	26045199	processed_pseudogene
tracer81147	ENST00000418623	chr3	169201459	169201868	processed_pseudogene
tracer228	ENST00000418833	chr1	1334910	1337406	retained_intron
tracer380	ENST00000418950	chr1	1667256	1668690	transcribed_processed_pseudogene
tracer55230	ENST00000419608	chr19	9251105	9268386	retained_intron
tracer55232	ENST00000419608	chr19	9251105	9268386	retained_intron
tracer446	ENST00000419785	chr1	2303115	2316560	retained_intron
tracer1671	ENST00000420503	chr1	22352004	22357293	lincRNA
tracer109878	ENST00000420883	chr9	138137542	138144554	lincRNA
tracer62945	ENST00000420918	chr2	61368732	61372085	lincRNA
tracer62946	ENST00000420918	chr2	61368732	61372085	lincRNA
tracer88262	ENST00000421004	chr5	77654625	77656331	lincRNA
tracer88263	ENST00000421004	chr5	77654625	77656331	lincRNA
tracer69680	ENST00000421090	chr20	21468882	21469263	processed_pseudogene
tracer111702	ENST00000421129	chrX	56763675	56764010	processed_pseudogene
tracer83211	ENST00000421246	chr4	22728998	22729573	processed_pseudogene
tracer76209	ENST00000421404	chr3	18580165	18581391	processed_pseudogene
tracer90118	ENST00000421425	chr5	141275733	141276242	processed_pseudogene
tracer107292	ENST00000421476	chr9	41591299	41602024	unprocessed_pseudogene
tracer79958	ENST00000421542	chr3	128483309	128483860	processed_pseudogene
tracer111105	ENST00000421685	chrX	46404928	46407843	lincRNA
tracer1317	ENST00000422124	chr1	17215033	17215868	lincRNA
tracer27099	ENST00000422342	chr12	121746048	121748197	retained_intron
tracer10346	ENST00000422958	chr1	234492450	234492887	processed_pseudogene
tracer1005	ENST00000423056	chr1	11539223	11542017	processed_transcript
tracer7959	ENST00000423121	chr1	165738166	165744413	antisense
tracer11564	ENST00000423223	chr10	29698515	29772114	antisense
tracer103863	ENST00000423716	chr8	52812209	52859733	antisense
tracer5009	ENST00000424043	chr1	92580360	92581353	processed_pseudogene
tracer503	ENST00000424215	chr1	2512999	2515972	antisense
tracer11891	ENST00000424552	chr10	46221142	46221486	processed_pseudogene
tracer94559	ENST00000424573	chr6	74082831	74082986	processed_pseudogene
tracer2785	ENST00000424989	chr1	37920480	37940012	antisense
tracer5270	ENST00000425064	chr1	100858589	100859582	processed_pseudogene
tracer76036	ENST00000426200	chr3	14986200	14989931	antisense
tracer106494	ENST00000426311	chr9	8713311	8713721	processed_pseudogene
tracer75898	ENST00000426379	chr3	12045876	12232900	processed_transcript
tracer66108	ENST00000426475	chr2	171627623	171634658	lincRNA
tracer96884	ENST00000426681	chr7	552082	559845	processed_transcript
tracer6393	ENST00000426826	chr1	150025846	150027020	processed_pseudogene
tracer11563	ENST00000427063	chr10	29698501	29711301	antisense
tracer101358	ENST00000427253	chr7	130927349	130927754	processed_pseudogene
tracer65452	ENST00000427278	chr2	145275664	145279058	antisense
tracer92465	ENST00000427296	chr6	29999490	30000780	processed_pseudogene
tracer24994	ENST00000427342	chr12	69020650	69020967	processed_pseudogene
tracer94847	ENST00000427501	chr6	86386800	86387711	retained_intron
tracer37550	ENST00000427525	chr15	85174710	85178652	processed_transcript
tracer99166	ENST00000427550	chr7	75045182	75045733	transcribed_unprocessed_pseudogene
tracer64736	ENST00000427559	chr2	112697879	112698613	processed_pseudogene
tracer4624	ENST00000427577	chr1	78276546	78277466	processed_pseudogene
tracer69667	ENST00000427692	chr20	21106624	21227256	processed_transcript
tracer64125	ENST00000427863	chr2	96679478	96687356	transcribed_unprocessed_pseudogene
tracer68448	ENST00000427947	chr2	234462971	234475356	retained_intron
tracer96897	ENST00000427969	chr7	856252	882205	processed_transcript
tracer98225	ENST00000428534	chr7	42262399	42277469	retained_intron
tracer19092	ENST00000428553	chr11	74456761	74457159	processed_pseudogene
tracer73052	ENST00000428752	chr22	21058004	21058846	retained_intron
tracer76004	ENST00000428884	chr3	14444121	14485850	retained_intron
tracer66109	ENST00000429172	chr2	171627623	171634252	lincRNA
tracer66995	ENST00000429216	chr2	201927812	201928774	processed_pseudogene
tracer101790	ENST00000429630	chr7	143076785	143077588	antisense
tracer1463	ENST00000429712	chr1	19593597	19600688	polymorphic_pseudogene
tracer107352	ENST00000429818	chr9	46685763	46688081	lincRNA
tracer62594	ENST00000429825	chr2	44497760	44498245	processed_pseudogene
tracer73123	ENST00000429962	chr22	21356211	21357561	antisense
tracer8992	ENST00000430114	chr1	202827056	202830748	processed_transcript
tracer8987	ENST00000430450	chr1	202736357	202736546	processed_pseudogene
tracer107179	ENST00000430809	chr9	37079932	37086871	lincRNA
tracer74909	ENST00000430869	chr22	44352907	44353228	processed_pseudogene
tracer6871	ENST00000431295	chr1	153968108	153968436	processed_pseudogene
tracer55801	ENST00000431363	chr19	11759179	11763692	transcribed_unprocessed_pseudogene
tracer112320	ENST00000431677	chrX	100673770	100702865	processed_transcript
tracer55915	ENST00000431702	chr19	12670385	12671919	processed_pseudogene
tracer5107	ENST00000431770	chr1	94057756	94060341	antisense
tracer13845	ENST00000431847	chr10	112677717	112678919	retained_intron
tracer9192	ENST00000432323	chr1	205320375	205320599	processed_pseudogene
tracer75897	ENST00000432424	chr3	12045880	12227228	processed_transcript
tracer74459	ENST00000432525	chr22	38886318	38903665	processed_transcript
tracer103821	ENST00000432581	chr8	48694975	48696700	retained_intron
tracer97652	ENST00000432668	chr7	22895705	22896694	retained_intron
tracer97719	ENST00000432690	chr7	23658952	23662445	processed_pseudogene
tracer98778	ENST00000433217	chr7	65112794	65171347	transcribed_unprocessed_pseudogene
tracer91602	ENST00000433265	chr5	180690635	180691230	antisense
tracer50917	ENST00000433309	chr17	74221832	74222887	processed_pseudogene
tracer40714	ENST00000433603	chr16	26043860	26044132	processed_pseudogene
tracer65050	ENST00000433673	chr2	128146706	128158156	lincRNA
tracer107916	ENST00000433698	chr9	95599108	95599950	processed_pseudogene
tracer61125	ENST00000434052	chr19	58816743	58818000	retained_intron
tracer3290	ENST00000434346	chr1	44167768	44170140	antisense
tracer38399	ENST00000435229	chr16	436763	437233	transcribed_processed_pseudogene
tracer103936	ENST00000435260	chr8	56962597	56963766	processed_pseudogene
tracer86618	ENST00000436493	chr5	1589143	1594735	processed_transcript
tracer69301	ENST00000436669	chr20	5273034	5273477	processed_pseudogene
tracer35726	ENST00000436697	chr15	55609382	55611243	antisense
tracer110906	ENST00000436893	chrX	38660821	38663136	antisense
tracer34089	ENST00000436934	chr15	20644623	20648762	retained_intron
tracer63316	ENST00000437019	chr2	70310712	70313313	antisense
tracer108789	ENST00000437135	chr9	124042141	124045008	antisense
tracer72748	ENST00000437537	chr22	18781927	18782317	processed_pseudogene
tracer14159	ENST00000437593	chr10	123687827	123711480	antisense
tracer9421	ENST00000437764	chr1	210404801	210407389	antisense
tracer98826	ENST00000438081	chr7	65888392	65888880	processed_pseudogene
tracer29165	ENST00000438290	chr13	95364970	95368500	lincRNA
tracer97108	ENST00000438379	chr7	2875255	2875656	processed_pseudogene
tracer12912	ENST00000438592	chr10	86214435	86215812	processed_pseudogene
tracer2212	ENST00000438601	chr1	28780052	28780445	processed_pseudogene
tracer67134	ENST00000438821	chr2	203638748	203639083	processed_pseudogene
tracer67543	ENST00000438978	chr2	217351494	217363469	antisense
tracer97706	ENST00000439199	chr7	23530092	23530983	processed_pseudogene
tracer6027	ENST00000439332	chr1	144300515	144340736	lincRNA
tracer108553	ENST00000439875	chr9	115865618	115873753	lincRNA
tracer73270	ENST00000440602	chr22	23664730	23665114	processed_pseudogene
tracer72018	ENST00000440629	chr21	38593720	38610045	lincRNA
tracer97610	ENST00000440636	chr7	21467813	21468518	retained_intron
tracer16012	ENST00000440936	chr11	27911549	27912580	processed_pseudogene
tracer11609	ENST00000441257	chr10	31607017	31607956	antisense
tracer94551	ENST00000441363	chr6	73973082	74011124	antisense
tracer76838	ENST00000441771	chr3	41900842	41901086	processed_pseudogene
tracer7	ENST00000442116	chr1	227615	234484	lincRNA
tracer12557	ENST00000442133	chr10	75256041	75267067	antisense
tracer68415	ENST00000442524	chr2	234263220	234301045	processed_transcript
tracer11824	ENST00000442526	chr10	43916186	43917548	lincRNA
tracer14275	ENST00000442662	chr10	126178392	126179147	processed_pseudogene
tracer73124	ENST00000442739	chr22	21357184	21363742	transcribed_unprocessed_pseudogene
tracer50707	ENST00000443199	chr17	73622925	73630303	processed_transcript
tracer49166	ENST00000443328	chr17	48556221	48557990	retained_intron
tracer93951	ENST00000443426	chr6	43395594	43402894	processed_transcript
tracer100522	ENST00000443430	chr7	102207931	102213030	processed_transcript
tracer62948	ENST00000443946	chr2	61371541	61372104	lincRNA
tracer13209	ENST00000444375	chr10	97848666	97849956	antisense
tracer98919	ENST00000444583	chr7	72418832	72425252	processed_transcript
tracer110756	ENST00000445047	chrX	23369130	23369567	processed_pseudogene
tracer106848	ENST00000445117	chr9	33968069	33968516	processed_pseudogene
tracer100635	ENST00000445184	chr7	104622546	104653471	antisense
tracer110856	ENST00000445233	chrX	33760235	33960352	lincRNA
tracer10985	ENST00000445427	chr10	6622381	6626261	lincRNA
tracer1282	ENST00000445689	chr1	16695645	16696025	processed_pseudogene
tracer87962	ENST00000445744	chr5	70370052	70389020	unprocessed_pseudogene
tracer46354	ENST00000445752	chr17	18506602	18528930	retained_intron
tracer31940	ENST00000445822	chr14	66479548	66480507	processed_pseudogene
tracer13055	ENST00000445874	chr10	93566936	93567196	processed_pseudogene
tracer111166	ENST00000446295	chrX	47372001	47372882	processed_pseudogene
tracer1997	ENST00000446498	chr1	26781144	26781678	processed_pseudogene
tracer28720	ENST00000446556	chr13	49761615	49761806	processed_pseudogene
tracer107355	ENST00000446626	chr9	46843665	46846023	lincRNA
tracer64145	ENST00000446816	chr2	96874154	96908332	antisense
tracer92483	ENST00000446875	chr6	30154575	30156391	processed_pseudogene
tracer112653	ENST00000446986	chrX	118599997	118602225	lincRNA
tracer110020	ENST00000447221	chr9	139619686	139622636	antisense
tracer110021	ENST00000447221	chr9	139619686	139622636	antisense
tracer80937	ENST00000447575	chr3	156432013	156432717	processed_pseudogene
tracer983	ENST00000447600	chr1	11159732	11162108	antisense
tracer65001	ENST00000447668	chr2	122407658	122409111	antisense
tracer65002	ENST00000447668	chr2	122407658	122409111	antisense
tracer21628	ENST00000447687	chr12	6556996	6557951	retained_intron
tracer4654	ENST00000448345	chr1	78557183	78557738	processed_pseudogene
tracer7483	ENST00000448869	chr1	156616299	156631216	antisense
tracer71232	ENST00000449500	chr20	62258580	62260177	antisense
tracer71233	ENST00000449500	chr20	62258580	62260177	antisense
tracer97793	ENST00000449537	chr7	26438233	26439183	lincRNA
tracer8991	ENST00000449915	chr1	202822090	202828350	processed_transcript
tracer44373	ENST00000450026	chr16	90038997	90044363	retained_intron
tracer98019	ENST00000450133	chr7	32956427	32982650	transcribed_unprocessed_pseudogene
tracer107368	ENST00000450201	chr9	69498582	69499487	processed_pseudogene
tracer14011	ENST00000450314	chr10	119232730	119301830	antisense
tracer101275	ENST00000450566	chr7	129049954	129050211	processed_pseudogene
tracer107354	ENST00000450704	chr9	46843638	46846025	lincRNA
tracer73271	ENST00000450776	chr22	23668803	23670680	lincRNA
tracer18871	ENST00000450804	chr11	72281704	72284273	lincRNA
tracer11607	ENST00000450834	chr10	31596646	31607964	antisense
tracer62	ENST00000451054	chr1	999898	1001821	processed_transcript
tracer44625	ENST00000451056	chr17	1761333	1761740	processed_pseudogene
tracer106836	ENST00000451527	chr9	33675438	33676649	transcribed_processed_pseudogene
tracer579	ENST00000452079	chr1	3652548	3663886	antisense
tracer29441	ENST00000452440	chr13	107315785	107316162	processed_pseudogene
tracer66905	ENST00000452512	chr2	200796056	200820223	processed_transcript
tracer98829	ENST00000452565	chr7	65958773	65960459	lincRNA
tracer82296	ENST00000452862	chr3	197577271	197577825	processed_pseudogene
tracer6990	ENST00000452962	chr1	155017667	155018594	antisense
tracer61986	ENST00000453289	chr2	27580007	27581057	antisense
tracer112318	ENST00000453574	chrX	100673287	100674171	processed_transcript
tracer110862	ENST00000453595	chrX	36980269	36981498	processed_pseudogene
tracer73568	ENST00000453632	chr22	28315417	28393763	antisense
tracer100636	ENST00000453677	chr7	104653872	104654768	antisense
tracer34088	ENST00000454045	chr15	20644523	20645923	retained_intron
tracer72468	ENST00000454115	chr21	46707967	46710493	antisense
tracer28840	ENST00000454280	chr13	52482354	52484757	processed_pseudogene
tracer27796	ENST00000454379	chr12	133272531	133278270	retained_intron
tracer46365	ENST00000454745	chr17	18584755	18585575	retained_intron
tracer13454	ENST00000454935	chr10	102133372	102143125	processed_transcript
tracer64709	ENST00000455309	chr2	112248850	112268567	lincRNA
tracer1316	ENST00000455405	chr1	17081405	17085367	processed_transcript
tracer62686	ENST00000456046	chr2	47917855	47918385	processed_pseudogene
tracer76093	ENST00000456186	chr3	15416880	15417152	processed_pseudogene
tracer110968	ENST00000456333	chrX	40594652	40597950	antisense
tracer99882	ENST00000456357	chr7	97881691	97920836	processed_transcript
tracer101522	ENST00000456481	chr7	137406731	137407592	processed_pseudogene
tracer7215	ENST00000456633	chr1	155531833	155533437	lincRNA
tracer60395	ENST00000456718	chr19	53095291	53100598	transcribed_unprocessed_pseudogene
tracer101125	ENST00000457231	chr7	124673507	124675355	processed_pseudogene
tracer46200	ENST00000457299	chr17	17913957	17915136	processed_pseudogene
tracer5090	ENST00000457387	chr1	93804495	93811403	lincRNA
tracer69670	ENST00000457464	chr20	21126227	21227260	processed_transcript
tracer82131	ENST00000457601	chr3	195698124	195702773	retained_intron
tracer74449	ENST00000457665	chr22	38746382	38794865	processed_transcript
tracer112900	ENST00000457876	chrX	133678456	133679768	lincRNA
tracer89405	ENST00000457998	chr5	131701973	131705340	antisense
tracer28465	ENST00000458481	chr13	39743773	39744088	processed_pseudogene
tracer39906	ENST00000459723	chr16	11219867	11244174	processed_transcript
tracer12165	ENST00000459732	chr10	61821679	61824050	retained_intron
tracer5580	ENST00000459877	chr1	110762338	110776666	retained_intron
tracer71757	ENST00000459909	chr21	34840727	34852255	retained_intron
tracer79447	ENST00000460163	chr3	113775814	113785412	retained_intron
tracer81856	ENST00000460288	chr3	186256388	186258309	retained_intron
tracer72852	ENST00000460402	chr22	19775987	19842329	processed_transcript
tracer64780	ENST00000460450	chr2	113279728	113289988	processed_transcript
tracer55415	ENST00000460631	chr19	10421149	10426672	retained_intron
tracer7947	ENST00000460632	chr1	165600474	165606386	processed_transcript
tracer113051	ENST00000460721	chrX	140269934	140271201	processed_transcript
tracer113052	ENST00000460721	chrX	140269934	140271201	processed_transcript
tracer81666	ENST00000460829	chr3	184045905	184052842	retained_intron
tracer85811	ENST00000460908	chr4	154243802	154245642	retained_intron
tracer113615	ENST00000461007	chrX	155250993	155255328	processed_transcript
tracer67731	ENST00000461181	chr2	219610110	219611052	retained_intron
tracer79727	ENST00000461190	chr3	123870807	123871910	processed_pseudogene
tracer98450	ENST00000461377	chr7	45039074	45115951	processed_transcript
tracer46071	ENST00000461555	chr17	16471138	16472488	processed_transcript
tracer79247	ENST00000461666	chr3	108303707	108308278	retained_intron
tracer76156	ENST00000461696	chr3	15822944	15839486	processed_transcript
tracer82178	ENST00000461791	chr3	196366628	196381864	retained_intron
tracer70523	ENST00000461890	chr20	43991795	43994508	retained_intron
tracer77271	ENST00000461905	chr3	47886992	47887894	processed_transcript
tracer92165	ENST00000461945	chr6	25279306	25452825	processed_transcript
tracer69487	ENST00000462077	chr20	14309568	14318260	processed_transcript
tracer100324	ENST00000462106	chr7	100450368	100453550	retained_intron
tracer55938	ENST00000462144	chr19	12771711	12774232	retained_intron
tracer5336	ENST00000462149	chr1	107683991	107691429	processed_transcript
tracer5120	ENST00000462183	chr1	94369822	94374480	processed_transcript
tracer85751	ENST00000462257	chr4	152091685	152096444	processed_transcript
tracer70081	ENST00000462352	chr20	34213966	34214775	processed_transcript
tracer9704	ENST00000462353	chr1	220439327	220445703	processed_transcript
tracer73712	ENST00000462454	chr22	30221092	30228569	retained_intron
tracer93606	ENST00000462537	chr6	36646548	36648634	processed_transcript
tracer85815	ENST00000462540	chr4	154475333	154479923	retained_intron
tracer60602	ENST00000462541	chr19	54963169	54964802	retained_intron
tracer76960	ENST00000462612	chr3	44380275	44382917	processed_transcript
tracer6756	ENST00000462880	chr1	153631190	153634305	processed_transcript
tracer13340	ENST00000462887	chr10	99496940	99498602	processed_transcript
tracer55894	ENST00000462995	chr19	12462605	12476475	retained_intron
tracer68668	ENST00000463007	chr2	240011372	240220334	retained_intron
tracer95028	ENST00000463021	chr6	99856029	99858868	processed_transcript
tracer113075	ENST00000463120	chrX	147024765	147030054	processed_transcript
tracer12857	ENST00000463209	chr10	81841459	81846197	processed_transcript
tracer108535	ENST00000463223	chr9	115247241	115248931	processed_transcript
tracer65341	ENST00000463230	chr2	136289043	136364246	retained_intron
tracer100417	ENST00000463406	chr7	100882893	100884458	processed_transcript
tracer79699	ENST00000463408	chr3	123304403	123348669	antisense
tracer29640	ENST00000463426	chr13	113864147	113884592	processed_transcript
tracer2209	ENST00000463428	chr1	28696250	28793752	processed_transcript
tracer75377	ENST00000463472	chr22	50968968	50969852	retained_intron
tracer70205	ENST00000463491	chr20	35457000	35467805	retained_intron
tracer268	ENST00000463492	chr1	1551348	1552703	processed_transcript
tracer7955	ENST00000463610	chr1	165632012	165634443	processed_transcript
tracer68732	ENST00000463653	chr2	241526151	241529227	retained_intron
tracer4509	ENST00000463724	chr1	74645907	74663831	retained_intron
tracer110087	ENST00000463765	chr9	139887833	139888429	processed_transcript
tracer87584	ENST00000463805	chr5	56205887	56212746	processed_transcript
tracer46025	ENST00000463810	chr17	16120560	16121473	processed_transcript
tracer93044	ENST00000463823	chr6	31940151	31947499	processed_transcript
tracer501	ENST00000463835	chr1	2491993	2494943	retained_intron
tracer96917	ENST00000463848	chr7	891187	892410	retained_intron
tracer61238	ENST00000463865	chr2	218149	264392	processed_transcript
tracer57946	ENST00000463910	chr19	37096230	37098713	retained_intron
tracer64451	ENST00000463990	chr2	102953710	102955926	retained_intron
tracer79715	ENST00000463996	chr3	123616152	123680055	processed_transcript
tracer74329	ENST00000464120	chr22	38071659	38073235	retained_intron
tracer112923	ENST00000464369	chrX	134166412	134167576	processed_transcript
tracer73534	ENST00000464449	chr22	26907655	26908461	retained_intron
tracer97161	ENST00000464479	chr7	5024347	5036405	processed_transcript
tracer69761	ENST00000464508	chr20	30135209	30136836	processed_transcript
tracer79131	ENST00000464595	chr3	101399935	101405556	retained_intron
tracer28656	ENST00000464597	chr13	46584285	46585690	processed_transcript
tracer13465	ENST00000464651	chr10	102283497	102286355	retained_intron
tracer10637	ENST00000464757	chr1	245003049	245006582	retained_intron
tracer74465	ENST00000464842	chr22	38965289	38966209	processed_transcript
tracer111085	ENST00000464900	chrX	46306732	46308103	retained_intron
tracer66221	ENST00000464976	chr2	173608866	173679468	processed_transcript
tracer7348	ENST00000465079	chr1	155938600	155948904	retained_intron
tracer32467	ENST00000465085	chr14	74753229	74755344	retained_intron
tracer11801	ENST00000465206	chr10	43078139	43127815	processed_transcript
tracer21437	ENST00000465278	chr12	2692050	2705372	retained_intron
tracer57297	ENST00000465389	chr19	22551401	22551754	processed_pseudogene
tracer101705	ENST00000465466	chr7	140395136	140396877	antisense
tracer81949	ENST00000465496	chr3	190231885	190236819	processed_transcript
tracer20483	ENST00000465511	chr11	118431405	118432295	processed_pseudogene
tracer112360	ENST00000465548	chrX	101854448	101860820	processed_transcript
tracer66878	ENST00000465573	chr2	198365267	198368105	processed_transcript
tracer81191	ENST00000465590	chr3	170075473	170078001	processed_transcript
tracer97048	ENST00000465670	chr7	2417459	2420375	retained_intron
tracer12610	ENST00000465695	chr10	75532322	75534881	processed_transcript
tracer107914	ENST00000465736	chr9	95571850	95584559	processed_transcript
tracer67621	ENST00000466012	chr2	219142658	219157258	retained_intron
tracer74430	ENST00000466117	chr22	38642722	38669011	retained_intron
tracer29412	ENST00000466153	chr13	103307292	103330713	processed_transcript
tracer2654	ENST00000466213	chr1	35641981	35644847	processed_transcript
tracer7789	ENST00000466452	chr1	161140051	161140971	processed_transcript
tracer97274	ENST00000466543	chr7	6210480	6211741	retained_intron
tracer29090	ENST00000466564	chr13	77695360	77699563	processed_transcript
tracer97160	ENST00000466622	chr7	5024539	5028999	processed_transcript
tracer5868	ENST00000466657	chr1	115321728	115323306	processed_transcript
tracer79202	ENST00000466734	chr3	106959539	106967195	lincRNA
tracer74614	ENST00000466863	chr22	40742522	40746327	retained_intron
tracer11486	ENST00000466890	chr10	27365952	27369649	processed_transcript
tracer92013	ENST00000467008	chr6	16737082	16761707	processed_transcript
tracer81812	ENST00000467061	chr3	185210064	185216845	retained_intron
tracer74477	ENST00000467118	chr22	39063901	39066950	retained_intron
tracer93729	ENST00000467234	chr6	41039238	41040302	processed_transcript
tracer14966	ENST00000467308	chr11	2424331	2425106	processed_transcript
tracer65011	ENST00000467324	chr2	122513235	122524870	retained_intron
tracer102180	ENST00000467458	chr7	151574550	151576299	antisense
tracer102181	ENST00000467458	chr7	151574550	151576299	antisense
tracer96902	ENST00000467483	chr7	872142	883471	retained_intron
tracer59369	ENST00000467502	chr19	46886413	46891192	retained_intron
tracer64537	ENST00000467566	chr2	109065647	109066475	retained_intron
tracer290	ENST00000467597	chr1	1560124	1561179	retained_intron
tracer13229	ENST00000467625	chr10	98355322	98378545	processed_transcript
tracer68382	ENST00000467665	chr2	233740509	233743414	retained_intron
tracer93099	ENST00000467780	chr6	32116136	32117634	processed_transcript
tracer70841	ENST00000467811	chr20	50704804	50715126	processed_transcript
tracer74112	ENST00000467824	chr22	33260562	33265045	retained_intron
tracer16481	ENST00000467930	chr11	46450203	46450700	processed_pseudogene
tracer106899	ENST00000468099	chr9	34646630	34647514	retained_intron
tracer3413	ENST00000468117	chr1	45118919	45140149	processed_transcript
tracer90055	ENST00000468119	chr5	140896139	140904337	processed_transcript
tracer66572	ENST00000468120	chr2	187351645	187368826	processed_transcript
tracer73400	ENST00000468170	chr22	24943684	24951092	retained_intron
tracer107920	ENST00000468206	chr9	95726388	95738991	processed_transcript
tracer100258	ENST00000468214	chr7	100202061	100203189	retained_intron
tracer11331	ENST00000468309	chr10	21957901	21959943	processed_transcript
tracer70681	ENST00000468376	chr20	45866054	45947805	processed_transcript
tracer10270	ENST00000468399	chr1	231765136	231838407	retained_intron
tracer8800	ENST00000468589	chr1	197703139	197744556	retained_intron
tracer18736	ENST00000468619	chr11	70513944	70672862	processed_transcript
tracer73174	ENST00000468686	chr22	21982378	21984320	retained_intron
tracer39186	ENST00000468708	chr16	2382314	2382733	processed_pseudogene
tracer5178	ENST00000468715	chr1	97144430	97145176	processed_pseudogene
tracer71402	ENST00000468864	chr21	45516461	45524932	retained_intron
tracer63656	ENST00000468875	chr2	74699120	74699791	retained_intron
tracer71182	ENST00000468975	chr20	61915644	61921140	processed_transcript
tracer99036	ENST00000468998	chr7	73152044	73153161	processed_transcript
tracer66281	ENST00000469002	chr2	175537995	175547575	processed_transcript
tracer26602	ENST00000469026	chr12	112739674	112740467	processed_pseudogene
tracer79542	ENST00000469070	chr3	119814117	119818033	lincRNA
tracer7493	ENST00000469074	chr1	156697034	156698233	processed_transcript
tracer8712	ENST00000469214	chr1	193028725	193029413	retained_intron
tracer63008	ENST00000469337	chr2	61719477	61720129	retained_intron
tracer5965	ENST00000469443	chr1	120276927	120278052	processed_transcript
tracer76747	ENST00000469471	chr3	39144665	39149121	retained_intron
tracer17168	ENST00000469480	chr11	62342530	62344729	retained_intron
tracer10828	ENST00000469487	chr10	860702	861655	processed_transcript
tracer13239	ENST00000469510	chr10	98667043	98667847	retained_intron
tracer9416	ENST00000469604	chr1	210194391	210336312	processed_transcript
tracer110627	ENST00000469714	chrX	17092636	17165752	processed_transcript
tracer73128	ENST00000469722	chr22	21369464	21373080	retained_intron
tracer74389	ENST00000469819	chr22	38453414	38461233	retained_intron
tracer12512	ENST00000469925	chr10	74870278	74874926	processed_transcript
tracer11742	ENST00000470025	chr10	35723039	35790589	processed_transcript
tracer10022	ENST00000470038	chr1	227923874	227935816	processed_transcript
tracer65475	ENST00000470063	chr2	148779033	148936362	processed_transcript
tracer63203	ENST00000470189	chr2	68274409	68338080	processed_transcript
tracer72393	ENST00000470196	chr21	45749774	45751851	processed_transcript
tracer29078	ENST00000470210	chr13	77589300	77592879	processed_transcript
tracer13540	ENST00000470252	chr10	102797709	102800997	processed_transcript
tracer107768	ENST00000470267	chr9	90112827	90114267	retained_intron
tracer54516	ENST00000470356	chr19	3572821	3574267	retained_intron
tracer109781	ENST00000470431	chr9	136028340	136039306	processed_transcript
tracer28695	ENST00000470760	chr13	48562405	48575409	processed_transcript
tracer12541	ENST00000470798	chr10	74987865	74995239	processed_transcript
tracer9844	ENST00000470903	chr1	224495688	224517889	processed_transcript
tracer12722	ENST00000470947	chr10	76993742	76995270	processed_transcript
tracer69979	ENST00000470952	chr20	33437830	33440075	processed_transcript
tracer11467	ENST00000470978	chr10	27023580	27035711	processed_transcript
tracer98243	ENST00000471043	chr7	43436272	43480196	processed_transcript
tracer73117	ENST00000471073	chr22	21354062	21356084	retained_intron
tracer9264	ENST00000471256	chr1	206619421	206629477	processed_transcript
tracer72220	ENST00000471277	chr21	43934002	43946148	processed_transcript
tracer61497	ENST00000471343	chr2	11586323	11591822	retained_intron
tracer70278	ENST00000471511	chr20	36712298	36718661	processed_transcript
tracer66919	ENST00000471601	chr2	201171277	201255577	retained_intron
tracer77119	ENST00000471739	chr3	46026073	46037316	retained_intron
tracer6195	ENST00000471856	chr1	146649692	146651201	processed_pseudogene
tracer102254	ENST00000472015	chr7	155436162	155437899	processed_transcript
tracer100134	ENST00000472061	chr7	99754562	99755075	processed_transcript
tracer68790	ENST00000472072	chr2	242045710	242049195	retained_intron
tracer65443	ENST00000472146	chr2	145184372	145277686	retained_intron
tracer78843	ENST00000472163	chr3	75263782	75264787	processed_pseudogene
tracer10338	ENST00000472190	chr1	233765304	233807445	processed_transcript
tracer108128	ENST00000472201	chr9	99525229	99525975	processed_transcript
tracer98662	ENST00000472276	chr7	56100827	56101864	retained_intron
tracer69182	ENST00000472295	chr20	3202399	3204516	processed_transcript
tracer1281	ENST00000472461	chr1	16694206	16721768	processed_transcript
tracer39063	ENST00000472577	chr16	2139528	2140840	retained_intron
tracer95193	ENST00000472669	chr6	108365583	108372270	processed_transcript
tracer75152	ENST00000472677	chr22	50635322	50637140	retained_intron
tracer110014	ENST00000472820	chr9	139568161	139571832	retained_intron
tracer12980	ENST00000472832	chr10	89711956	89721066	processed_transcript
tracer97491	ENST00000472931	chr7	13945823	14025114	retained_intron
tracer46323	ENST00000472959	chr17	18209902	18218274	retained_intron
tracer100391	ENST00000473098	chr7	100660159	100662220	processed_transcript
tracer61225	ENST00000473164	chr19	59086823	59110942	processed_transcript
tracer106780	ENST00000473270	chr9	33015886	33025108	processed_transcript
